id_exploitation,region,culture_principale,type_sol,type_stockage,superficie_ha,distance_marche_km,pluviometrie_mm,age_exploitant,irrigation,formation_recue,delai_avant_vente_j,reclamation_appui_urgence,perte_elevee
EXP01189,Maritime,sorgho,ferrugineux,case traditionnelle,5.12,,1022.0,64,0,1,27.0,0,0
EXP01190,Centrale,maïs,hydromorphe,magasin communautaire,2.96,8.3,746.0,59,0,0,10.0,0,0
EXP01191,Plateaux,sorgho,sableux,magasin communautaire,2.36,,1331.0,60,0,0,9.0,0,0
EXP01192,Plateaux,maïs,hydromorphe,case traditionnelle,4.77,5.7,879.0,45,0,0,4.0,0,0
EXP01193,Kara,sorgho,hydromorphe,magasin communautaire,3.39,18.9,712.0,23,0,0,9.0,0,0
EXP01194,Savanes,maïs,hydromorphe,magasin communautaire,2.11,5.3,1155.0,38,0,1,11.0,0,0
EXP01195,Kara,maïs,hydromorphe,silo métallique,5.89,27.8,963.0,63,0,0,21.0,0,0
EXP01196,Maritime,igname,hydromorphe,aucun,3.57,5.7,1048.0,57,0,0,7.0,0,0
EXP01197,Maritime,sorgho,hydromorphe,case traditionnelle,0.93,17.1,666.0,19,0,0,36.0,0,0
EXP01198,Centrale,igname,sableux,aucun,6.59,7.1,1145.0,23,0,0,32.0,0,0
EXP01199,Plateaux,igname,ferrugineux,silo métallique,1.63,34.2,1471.0,53,0,0,32.0,0,0
EXP01200,Kara,manioc,ferrugineux,silo métallique,5.1,33.3,647.0,69,0,0,17.0,0,0
EXP01201,Centrale,maïs,sableux,case traditionnelle,0.76,,1035.0,57,0,1,25.0,0,0
EXP01202,Centrale,maïs,sableux,case traditionnelle,4.75,16.4,762.0,68,0,0,24.0,0,0
EXP01203,Kara,manioc,hydromorphe,case traditionnelle,0.97,21.2,,22,0,0,29.0,0,0
EXP01204,Kara,maïs,ferrugineux,aucun,2.9,18.7,1248.0,64,0,0,31.0,1,1
EXP01205,Maritime,igname,sableux,magasin communautaire,3.5,23.2,1018.0,25,0,0,24.0,0,0
EXP01206,Maritime,maïs,hydromorphe,case traditionnelle,2.14,5.6,655.0,64,0,0,25.0,0,0
EXP01207,Centrale,maïs,sableux,magasin communautaire,2.56,12.5,713.0,69,0,1,23.0,0,0
EXP01208,Plateaux,maïs,ferrugineux,case traditionnelle,1.14,7.5,1129.0,45,0,0,25.0,0,0
EXP01209,Maritime,maïs,ferrugineux,case traditionnelle,4.43,,623.0,46,0,1,15.0,0,0
EXP01210,Plateaux,maïs,sableux,magasin communautaire,3.01,4.2,631.0,44,0,0,9.0,0,0
EXP01211,Kara,riz,hydromorphe,magasin communautaire,1.31,36.7,952.0,47,0,0,,0,0
EXP01212,Kara,maïs,sableux,silo métallique,3.09,12.7,982.0,61,0,0,,0,0
EXP01213,Centrale,riz,sableux,magasin communautaire,3.16,23.4,,33,0,0,6.0,0,0
EXP01214,Plateaux,igname,hydromorphe,magasin communautaire,2.65,8.3,845.0,33,0,0,30.0,0,0
EXP01215,Maritime,riz,ferrugineux,silo métallique,0.35,3.9,1171.0,69,0,1,39.0,0,0
EXP01216,Plateaux,riz,ferrugineux,case traditionnelle,1.92,32.1,743.0,63,0,0,24.0,0,0
EXP01217,Plateaux,manioc,argileux,silo métallique,4.38,17.7,1100.0,47,0,0,18.0,0,0
EXP01218,Centrale,maïs,ferrugineux,silo métallique,3.64,4.6,1001.0,29,0,0,3.0,0,0
EXP01219,Centrale,maïs,sableux,case traditionnelle,3.56,11.5,1094.0,68,1,0,13.0,0,0
EXP01220,Maritime,igname,argileux,case traditionnelle,3.0,10.8,1234.0,64,0,0,8.0,0,0
EXP01221,Maritime,riz,argileux,case traditionnelle,4.72,17.3,841.0,36,1,0,8.0,0,0
EXP01222,Maritime,maïs,hydromorphe,case traditionnelle,1.63,5.6,791.0,47,0,0,16.0,0,0
EXP01223,Savanes,manioc,ferrugineux,magasin communautaire,1.38,4.5,545.0,40,1,0,24.0,0,0
EXP01224,Centrale,sorgho,,case traditionnelle,7.69,13.8,465.0,62,0,1,15.0,0,0
EXP01225,Maritime,riz,sableux,magasin communautaire,1.5,5.8,908.0,54,0,1,60.0,0,0
EXP01226,Savanes,manioc,hydromorphe,case traditionnelle,0.9,32.8,924.0,44,0,0,17.0,0,0
EXP01227,Plateaux,igname,sableux,case traditionnelle,2.11,21.9,689.0,69,0,0,2.0,0,0
EXP01228,Plateaux,riz,ferrugineux,case traditionnelle,2.72,21.5,741.0,50,0,0,47.0,1,1
EXP01229,Savanes,riz,sableux,case traditionnelle,4.74,1.7,1316.0,44,0,0,14.0,0,0
EXP01230,Maritime,maïs,sableux,aucun,1.92,8.5,1160.0,67,0,0,39.0,0,0
EXP01231,Maritime,maïs,hydromorphe,case traditionnelle,1.91,10.0,647.0,42,0,0,4.0,0,0
EXP01232,Centrale,igname,hydromorphe,case traditionnelle,2.55,5.1,844.0,40,0,0,7.0,0,0
EXP01233,Maritime,manioc,hydromorphe,case traditionnelle,1.69,18.8,1047.0,39,0,0,6.0,0,0
EXP01234,Centrale,manioc,ferrugineux,case traditionnelle,0.77,17.1,800.0,30,0,0,30.0,0,0
EXP01235,Maritime,manioc,ferrugineux,magasin communautaire,0.96,20.9,756.0,33,0,0,35.0,1,1
EXP01236,Maritime,maïs,argileux,silo métallique,5.6,25.1,869.0,23,0,0,22.0,0,0
EXP01237,Maritime,sorgho,hydromorphe,case traditionnelle,4.09,24.3,1212.0,56,0,0,18.0,0,0
EXP01238,Plateaux,maïs,ferrugineux,magasin communautaire,2.48,59.0,1234.0,49,0,1,2.0,0,0
EXP01239,Maritime,sorgho,ferrugineux,magasin communautaire,3.63,12.2,773.0,67,0,0,8.0,0,0
EXP01240,Maritime,manioc,hydromorphe,aucun,4.17,10.7,1061.0,50,0,0,9.0,0,0
EXP01241,Kara,maïs,argileux,magasin communautaire,1.56,18.6,948.0,23,0,1,3.0,1,0
EXP01242,Plateaux,maïs,hydromorphe,case traditionnelle,1.13,28.1,708.0,51,0,0,14.0,0,1
EXP01243,Plateaux,sorgho,argileux,silo métallique,5.23,2.8,879.0,28,1,0,22.0,0,0
EXP01244,Maritime,maïs,hydromorphe,aucun,0.41,6.6,647.0,20,0,1,27.0,0,0
EXP01245,Plateaux,maïs,argileux,magasin communautaire,3.67,7.9,1229.0,53,0,0,23.0,0,0
EXP01246,Maritime,sorgho,argileux,aucun,2.87,,1323.0,20,1,1,12.0,0,0
EXP01247,Centrale,manioc,ferrugineux,aucun,4.89,8.6,851.0,40,1,1,10.0,0,0
EXP01248,Maritime,manioc,ferrugineux,case traditionnelle,3.76,25.4,794.0,65,0,0,12.0,0,1
EXP01249,Savanes,maïs,argileux,silo métallique,3.62,14.5,1203.0,32,0,0,13.0,0,0
EXP01250,Savanes,sorgho,argileux,magasin communautaire,1.23,11.4,1242.0,55,0,0,6.0,0,0
EXP01251,Maritime,maïs,ferrugineux,magasin communautaire,4.28,17.2,683.0,38,1,0,10.0,0,0
EXP01252,Maritime,maïs,sableux,magasin communautaire,3.37,2.0,914.0,24,0,0,9.0,0,0
EXP01253,Maritime,maïs,argileux,aucun,1.35,16.6,936.0,29,0,1,43.0,0,0
EXP01254,Centrale,maïs,argileux,magasin communautaire,2.89,6.0,765.0,22,0,0,29.0,1,1
EXP01255,Maritime,maïs,hydromorphe,magasin communautaire,1.03,22.4,1043.0,26,0,1,22.0,0,0
EXP01256,Kara,maïs,argileux,case traditionnelle,2.24,2.4,782.0,27,0,0,6.0,0,0
EXP01257,Kara,maïs,sableux,magasin communautaire,9.74,,820.0,64,1,0,25.0,0,0
EXP01258,Kara,manioc,argileux,aucun,1.17,6.1,926.0,60,0,1,8.0,1,1
EXP01259,Plateaux,sorgho,ferrugineux,silo métallique,0.76,,593.0,37,0,0,25.0,1,1
EXP01260,Savanes,maïs,sableux,case traditionnelle,0.97,3.1,456.0,56,0,0,12.0,0,0
EXP01261,Maritime,maïs,ferrugineux,aucun,2.22,12.8,1170.0,29,0,0,33.0,0,0
EXP01262,Plateaux,igname,hydromorphe,aucun,3.95,20.2,,52,0,0,,0,0
EXP01263,Plateaux,igname,ferrugineux,magasin communautaire,2.6,15.9,,29,0,0,,0,0
EXP01264,Savanes,riz,hydromorphe,case traditionnelle,0.85,15.8,1423.0,52,0,0,35.0,0,0
EXP01265,Centrale,maïs,argileux,magasin communautaire,3.91,4.2,828.0,37,0,1,12.0,0,0
EXP01266,Kara,manioc,sableux,case traditionnelle,0.52,3.9,1511.0,63,0,0,12.0,0,0
EXP01267,Maritime,maïs,hydromorphe,case traditionnelle,0.93,15.4,1175.0,62,0,1,15.0,0,0
EXP01268,Savanes,maïs,hydromorphe,magasin communautaire,1.64,13.8,795.0,36,0,1,22.0,0,0
EXP01269,Plateaux,manioc,hydromorphe,aucun,5.11,5.3,330.0,21,0,0,9.0,0,0
EXP01270,Plateaux,manioc,sableux,case traditionnelle,2.67,5.0,1115.0,35,0,1,,0,0
EXP01271,Savanes,manioc,hydromorphe,aucun,2.75,11.5,958.0,33,0,1,47.0,0,1
EXP01272,Plateaux,riz,ferrugineux,aucun,0.86,9.3,1054.0,41,1,0,11.0,0,0
EXP01273,Plateaux,maïs,sableux,case traditionnelle,1.76,40.4,895.0,48,0,0,14.0,0,0
EXP01274,Centrale,maïs,argileux,case traditionnelle,4.62,29.6,675.0,70,0,1,10.0,0,0
EXP01275,Maritime,sorgho,hydromorphe,silo métallique,3.22,21.8,848.0,22,1,1,23.0,0,0
EXP01276,Plateaux,sorgho,ferrugineux,silo métallique,4.01,32.0,1120.0,47,1,1,9.0,0,0
EXP01277,Maritime,maïs,ferrugineux,case traditionnelle,2.47,7.4,865.0,27,0,0,13.0,0,0
EXP01278,Maritime,manioc,argileux,magasin communautaire,4.66,8.3,863.0,47,0,1,30.0,0,0
EXP01279,Kara,maïs,argileux,magasin communautaire,0.86,26.8,585.0,52,0,0,28.0,0,0
EXP01280,Centrale,maïs,ferrugineux,silo métallique,2.18,12.8,972.0,61,0,1,11.0,0,0
EXP01281,Plateaux,riz,ferrugineux,silo métallique,3.56,13.4,683.0,48,0,0,15.0,0,0
EXP01282,Plateaux,maïs,ferrugineux,case traditionnelle,0.65,,1170.0,28,0,1,7.0,0,0
EXP01283,Plateaux,manioc,hydromorphe,case traditionnelle,0.3,26.0,774.0,66,0,1,15.0,0,0
EXP01284,Centrale,manioc,argileux,case traditionnelle,7.69,18.6,879.0,40,0,0,53.0,0,0
EXP01285,Savanes,maïs,,aucun,2.7,10.1,1469.0,43,1,1,26.0,0,0
EXP01286,Savanes,maïs,argileux,aucun,0.6,8.4,876.0,52,1,0,7.0,0,0
EXP01287,Plateaux,maïs,,silo métallique,2.65,28.8,844.0,32,0,0,3.0,0,0
EXP01288,Plateaux,igname,sableux,case traditionnelle,0.94,7.5,1091.0,70,0,0,7.0,0,0
EXP01289,Plateaux,riz,hydromorphe,magasin communautaire,1.23,3.5,,21,1,0,5.0,0,0
EXP01290,Centrale,manioc,argileux,case traditionnelle,5.22,29.9,1250.0,27,0,0,13.0,0,0
EXP01291,Plateaux,maïs,hydromorphe,case traditionnelle,1.67,30.3,1189.0,70,0,0,32.0,1,1
EXP01292,Centrale,riz,hydromorphe,case traditionnelle,1.66,7.5,1076.0,42,0,0,13.0,0,0
EXP01293,Centrale,maïs,ferrugineux,aucun,0.91,45.5,139.0,65,0,0,9.0,1,1
EXP01294,Plateaux,manioc,argileux,case traditionnelle,1.94,,888.0,66,0,0,11.0,1,1
EXP01295,Plateaux,sorgho,,magasin communautaire,2.82,7.5,645.0,70,0,1,21.0,0,0
EXP01296,Plateaux,manioc,,aucun,1.66,18.2,1220.0,56,1,0,17.0,1,1
EXP01297,Maritime,maïs,sableux,silo métallique,9.01,4.1,1203.0,54,0,0,7.0,0,0
EXP01298,Maritime,maïs,sableux,case traditionnelle,1.1,5.8,1043.0,50,0,0,26.0,0,0
EXP01299,Kara,maïs,sableux,aucun,1.09,15.5,661.0,54,0,1,6.0,0,0
EXP01300,Plateaux,manioc,hydromorphe,magasin communautaire,1.88,13.6,1309.0,32,1,0,16.0,0,0
EXP01301,Maritime,igname,ferrugineux,magasin communautaire,8.32,23.3,887.0,61,0,1,10.0,0,0
EXP01302,Centrale,maïs,ferrugineux,magasin communautaire,4.06,4.7,1383.0,28,0,1,13.0,0,0
EXP01303,Kara,manioc,ferrugineux,aucun,1.62,40.6,1014.0,43,0,1,,1,1
EXP01304,Maritime,riz,sableux,magasin communautaire,1.62,9.1,1072.0,38,0,0,15.0,0,0
EXP01305,Kara,maïs,sableux,magasin communautaire,1.07,13.2,840.0,58,0,0,5.0,0,0
EXP01306,Savanes,maïs,sableux,magasin communautaire,1.84,8.8,,32,1,0,9.0,0,0
EXP01307,Centrale,maïs,argileux,case traditionnelle,2.14,4.1,1096.0,29,0,0,12.0,1,0
EXP01308,Centrale,riz,ferrugineux,silo métallique,3.93,12.2,1296.0,61,1,0,7.0,0,0
EXP01309,Maritime,manioc,argileux,case traditionnelle,3.38,20.0,993.0,44,0,0,36.0,0,0
EXP01310,Savanes,riz,,case traditionnelle,1.8,10.9,939.0,56,0,0,9.0,0,0
EXP01311,Plateaux,sorgho,sableux,case traditionnelle,6.38,6.4,1093.0,64,0,0,11.0,0,0
EXP01312,Savanes,sorgho,sableux,case traditionnelle,1.46,23.9,1296.0,62,0,0,15.0,0,0
EXP01313,Centrale,igname,ferrugineux,case traditionnelle,0.75,24.5,1194.0,39,1,0,4.0,0,0
EXP01314,Maritime,sorgho,ferrugineux,magasin communautaire,2.92,10.5,983.0,27,0,0,,0,0
EXP01315,Maritime,sorgho,ferrugineux,case traditionnelle,4.97,16.2,504.0,68,1,0,12.0,1,0
EXP01316,Centrale,sorgho,sableux,case traditionnelle,2.4,23.7,1144.0,35,0,0,3.0,0,0
EXP01317,Centrale,riz,hydromorphe,aucun,0.88,19.9,605.0,58,1,0,19.0,1,1
EXP01318,Maritime,sorgho,ferrugineux,aucun,2.75,15.9,958.0,58,0,1,,0,0
EXP01319,Kara,igname,ferrugineux,magasin communautaire,3.0,19.3,922.0,42,1,1,19.0,0,0
EXP01320,Kara,manioc,ferrugineux,case traditionnelle,3.23,17.0,610.0,27,0,0,25.0,0,0
EXP01321,Plateaux,riz,sableux,case traditionnelle,2.79,12.7,1039.0,43,0,0,12.0,0,0
EXP01322,Plateaux,manioc,sableux,case traditionnelle,5.41,4.6,1467.0,26,0,0,37.0,0,0
EXP01323,Maritime,sorgho,sableux,case traditionnelle,1.05,5.6,875.0,37,0,1,17.0,0,0
EXP01324,Kara,manioc,ferrugineux,aucun,0.24,17.5,1134.0,38,0,0,35.0,1,1
EXP01325,Plateaux,sorgho,ferrugineux,silo métallique,0.52,8.7,1515.0,45,1,0,24.0,0,0
EXP01326,Kara,sorgho,ferrugineux,case traditionnelle,0.87,17.0,1157.0,28,1,0,12.0,0,0
EXP01327,Plateaux,igname,argileux,aucun,4.4,4.5,795.0,62,0,1,17.0,0,0
EXP01328,Centrale,maïs,sableux,magasin communautaire,1.94,6.9,1007.0,23,0,0,21.0,0,0
EXP01329,Maritime,riz,hydromorphe,case traditionnelle,6.72,10.9,1065.0,70,0,1,2.0,0,0
EXP01330,Maritime,sorgho,ferrugineux,magasin communautaire,0.99,1.4,1294.0,35,0,0,4.0,0,0
EXP01331,Kara,igname,hydromorphe,case traditionnelle,6.63,6.1,1241.0,44,0,1,42.0,0,0
EXP01332,Plateaux,igname,argileux,aucun,1.24,7.6,285.0,64,0,1,21.0,0,0
EXP01333,Plateaux,manioc,ferrugineux,case traditionnelle,2.13,14.3,745.0,53,0,0,30.0,0,0
EXP01334,Savanes,manioc,argileux,magasin communautaire,0.61,10.4,933.0,21,0,0,12.0,0,0
EXP01335,Savanes,maïs,hydromorphe,case traditionnelle,6.05,14.8,706.0,50,0,1,35.0,0,0
EXP01336,Kara,igname,ferrugineux,aucun,2.35,13.1,62.0,48,0,1,12.0,0,0
EXP01337,Maritime,maïs,argileux,magasin communautaire,9.28,10.1,776.0,67,1,0,21.0,0,0
EXP01338,Centrale,riz,sableux,magasin communautaire,5.12,7.7,949.0,48,0,0,39.0,0,0
EXP01339,Kara,sorgho,sableux,case traditionnelle,2.1,13.4,824.0,70,1,1,23.0,0,0
EXP01340,Plateaux,manioc,ferrugineux,aucun,1.4,28.1,711.0,46,0,0,6.0,0,0
EXP01341,Maritime,maïs,hydromorphe,magasin communautaire,4.53,7.6,960.0,29,0,1,13.0,0,0
EXP01342,Kara,maïs,sableux,case traditionnelle,2.53,39.5,1032.0,45,0,0,18.0,1,1
EXP01343,Plateaux,sorgho,sableux,aucun,1.34,13.6,838.0,66,0,0,22.0,0,0
EXP01344,Centrale,manioc,ferrugineux,case traditionnelle,2.67,22.5,1279.0,19,1,1,32.0,0,0
EXP01345,Savanes,maïs,sableux,case traditionnelle,0.46,16.3,964.0,39,0,0,22.0,1,1
EXP01346,Centrale,riz,argileux,magasin communautaire,3.27,18.0,741.0,21,1,0,14.0,0,0
EXP01347,Plateaux,maïs,argileux,case traditionnelle,3.72,6.1,680.0,62,0,0,11.0,0,0
EXP01348,Plateaux,sorgho,ferrugineux,magasin communautaire,0.96,8.7,899.0,45,0,0,,0,0
EXP01349,Plateaux,maïs,argileux,case traditionnelle,5.51,2.8,1217.0,56,0,0,10.0,0,0
EXP01350,Maritime,maïs,sableux,case traditionnelle,4.75,10.7,752.0,69,0,0,9.0,0,0
EXP01351,Kara,maïs,ferrugineux,case traditionnelle,3.07,19.1,1093.0,62,0,0,29.0,0,0
EXP01352,Kara,manioc,ferrugineux,case traditionnelle,1.17,10.8,973.0,40,0,0,16.0,1,1
EXP01353,Plateaux,manioc,argileux,aucun,3.87,23.4,1428.0,67,0,0,10.0,0,0
EXP01354,Plateaux,sorgho,ferrugineux,magasin communautaire,1.86,9.3,1044.0,43,0,1,14.0,0,0
EXP01355,Kara,manioc,ferrugineux,magasin communautaire,2.84,7.2,782.0,69,0,1,10.0,0,0
EXP01356,Maritime,maïs,hydromorphe,case traditionnelle,4.13,8.4,,70,0,0,3.0,1,0
EXP01357,Plateaux,maïs,sableux,silo métallique,0.76,20.4,,30,0,1,22.0,0,0
EXP01358,Plateaux,maïs,sableux,case traditionnelle,0.59,34.1,855.0,59,0,0,30.0,0,0
EXP01359,Centrale,igname,sableux,case traditionnelle,1.73,42.1,671.0,55,0,0,27.0,1,1
EXP01360,Maritime,maïs,argileux,magasin communautaire,8.26,19.0,1079.0,59,0,0,26.0,0,0
EXP01361,Centrale,igname,argileux,magasin communautaire,9.53,22.7,965.0,27,0,1,6.0,0,0
EXP01362,Plateaux,maïs,ferrugineux,silo métallique,3.22,3.4,586.0,45,0,0,35.0,0,0
EXP01363,Centrale,maïs,ferrugineux,aucun,4.84,4.4,1011.0,26,0,0,9.0,0,0
EXP01364,Maritime,maïs,ferrugineux,aucun,2.42,6.3,797.0,65,0,1,5.0,0,0
EXP01365,Plateaux,maïs,hydromorphe,case traditionnelle,2.67,29.2,586.0,64,0,1,1.0,0,0
EXP01366,Plateaux,sorgho,hydromorphe,case traditionnelle,2.13,29.0,865.0,49,0,1,17.0,0,0
EXP01367,Maritime,manioc,argileux,case traditionnelle,5.24,48.2,1258.0,25,1,1,36.0,0,0
EXP01368,Maritime,maïs,hydromorphe,silo métallique,6.77,6.2,1240.0,53,0,0,32.0,0,0
EXP01369,Maritime,riz,ferrugineux,aucun,2.62,11.7,1177.0,41,1,0,15.0,0,0
EXP01370,Plateaux,riz,argileux,aucun,2.66,2.8,1015.0,59,0,1,29.0,0,0
EXP01371,Maritime,igname,hydromorphe,case traditionnelle,2.21,3.8,1093.0,24,0,0,55.0,0,0
EXP01372,Savanes,igname,argileux,aucun,6.88,10.0,974.0,40,0,0,11.0,0,0
EXP01373,Plateaux,riz,argileux,magasin communautaire,4.44,6.4,685.0,37,0,1,20.0,0,0
EXP01374,Kara,sorgho,argileux,aucun,1.14,6.5,733.0,68,0,0,36.0,1,1
EXP01375,Savanes,sorgho,argileux,magasin communautaire,8.1,7.9,804.0,34,0,0,5.0,0,0
EXP01376,Maritime,manioc,ferrugineux,case traditionnelle,0.34,31.4,1286.0,70,1,0,5.0,0,0
EXP01377,Centrale,riz,sableux,case traditionnelle,6.43,25.5,1208.0,66,0,1,40.0,0,0
EXP01378,Kara,maïs,,aucun,4.96,5.5,691.0,49,0,1,29.0,0,0
EXP01379,Centrale,sorgho,sableux,magasin communautaire,2.63,25.1,963.0,28,0,0,8.0,0,0
EXP01380,Plateaux,igname,sableux,case traditionnelle,2.58,,853.0,30,0,0,6.0,0,0
EXP01381,Plateaux,maïs,sableux,case traditionnelle,2.3,3.4,913.0,19,0,1,5.0,0,0
EXP01382,Maritime,sorgho,hydromorphe,case traditionnelle,1.19,7.7,821.0,59,1,0,17.0,0,0
EXP01383,Plateaux,igname,argileux,aucun,7.68,15.3,1287.0,56,0,0,8.0,0,0
EXP01384,Savanes,maïs,sableux,case traditionnelle,2.53,6.1,,35,0,0,8.0,0,0
EXP01385,Savanes,manioc,argileux,case traditionnelle,1.17,18.7,1002.0,57,0,0,5.0,1,1
EXP01386,Maritime,igname,ferrugineux,silo métallique,7.38,8.1,1004.0,49,0,0,15.0,0,0
EXP01387,Kara,igname,argileux,magasin communautaire,3.48,16.1,703.0,61,0,1,5.0,0,0
EXP01388,Plateaux,maïs,hydromorphe,case traditionnelle,3.62,5.5,976.0,23,0,0,23.0,0,0
EXP01389,Savanes,maïs,hydromorphe,case traditionnelle,8.49,12.5,1205.0,29,0,1,33.0,0,0
EXP01390,Maritime,riz,argileux,case traditionnelle,3.97,6.2,1303.0,60,0,0,18.0,0,0
EXP01391,Savanes,maïs,hydromorphe,case traditionnelle,1.57,10.3,675.0,38,0,0,29.0,1,1
EXP01392,Kara,maïs,hydromorphe,case traditionnelle,3.97,39.9,586.0,68,0,1,13.0,0,1
EXP01393,Maritime,maïs,argileux,case traditionnelle,1.28,9.0,965.0,64,0,0,7.0,0,0
EXP01394,Maritime,maïs,argileux,silo métallique,1.8,4.3,1216.0,23,1,0,11.0,0,0
EXP01395,Kara,manioc,hydromorphe,aucun,3.15,13.1,,39,0,0,3.0,0,0
EXP01396,Maritime,riz,hydromorphe,aucun,4.79,13.2,1113.0,57,0,1,9.0,0,0
EXP01397,Plateaux,riz,ferrugineux,case traditionnelle,1.64,13.2,624.0,26,1,1,13.0,0,1
EXP01398,Savanes,sorgho,ferrugineux,case traditionnelle,2.25,18.0,813.0,63,0,0,15.0,0,0
EXP01399,Centrale,manioc,sableux,aucun,2.23,8.6,423.0,24,1,1,30.0,1,1
EXP01400,Plateaux,maïs,hydromorphe,silo métallique,5.36,19.2,916.0,24,0,0,37.0,0,0
EXP01401,Plateaux,maïs,argileux,magasin communautaire,2.58,12.1,431.0,47,0,0,17.0,0,0
EXP01402,Maritime,maïs,ferrugineux,case traditionnelle,8.03,4.1,1270.0,31,0,0,6.0,0,0
EXP01403,Savanes,maïs,sableux,case traditionnelle,1.8,21.1,1323.0,52,0,1,6.0,0,0
EXP01404,Plateaux,maïs,sableux,magasin communautaire,1.69,14.0,984.0,39,0,0,9.0,0,0
EXP01405,Maritime,maïs,sableux,magasin communautaire,6.35,,587.0,33,0,0,8.0,0,0
EXP01406,Plateaux,maïs,ferrugineux,case traditionnelle,3.75,4.5,1040.0,62,0,1,17.0,0,0
EXP01407,Savanes,riz,hydromorphe,aucun,6.2,21.9,1396.0,27,0,0,6.0,1,1
EXP01408,Maritime,riz,sableux,magasin communautaire,0.93,46.7,1064.0,44,0,0,38.0,0,0
EXP01409,Kara,igname,hydromorphe,magasin communautaire,2.54,4.2,1234.0,27,0,0,,0,0
EXP01410,Kara,sorgho,argileux,case traditionnelle,3.14,24.0,834.0,26,0,0,30.0,0,0
EXP01411,Kara,manioc,sableux,silo métallique,2.99,14.0,741.0,29,0,0,9.0,0,0
EXP01412,Savanes,maïs,hydromorphe,silo métallique,2.28,12.2,933.0,32,0,0,6.0,0,0
EXP01413,Kara,manioc,ferrugineux,case traditionnelle,2.95,22.1,488.0,40,1,1,8.0,1,0
EXP01414,Savanes,maïs,ferrugineux,magasin communautaire,3.06,20.5,1493.0,43,0,1,16.0,0,0
EXP01415,Maritime,manioc,hydromorphe,magasin communautaire,1.66,27.9,984.0,26,1,1,14.0,0,0
EXP01416,Kara,manioc,hydromorphe,aucun,5.21,4.7,,21,0,0,35.0,0,0
EXP01417,Centrale,manioc,argileux,case traditionnelle,7.44,28.6,839.0,23,0,0,40.0,0,1
EXP01418,Centrale,maïs,argileux,aucun,4.2,15.9,580.0,51,0,0,16.0,0,0
EXP01419,Savanes,riz,ferrugineux,magasin communautaire,3.4,2.8,1292.0,69,0,0,4.0,0,0
EXP01420,Savanes,sorgho,sableux,case traditionnelle,2.42,9.0,680.0,20,0,0,12.0,0,0
EXP01421,Kara,sorgho,hydromorphe,case traditionnelle,3.13,14.3,1034.0,20,0,0,71.0,0,0
EXP01422,Plateaux,riz,ferrugineux,case traditionnelle,3.35,8.9,1056.0,59,0,0,4.0,0,0
EXP01423,Plateaux,manioc,,case traditionnelle,1.19,11.2,968.0,56,0,1,18.0,0,0
EXP01424,Plateaux,maïs,sableux,magasin communautaire,5.04,,762.0,57,0,0,8.0,0,0
EXP01425,Plateaux,riz,ferrugineux,silo métallique,1.89,62.3,914.0,27,0,1,51.0,0,0
EXP01426,Plateaux,manioc,hydromorphe,case traditionnelle,6.58,19.4,722.0,64,0,0,19.0,0,0
EXP01427,Maritime,maïs,sableux,aucun,2.88,13.0,1144.0,51,0,1,8.0,0,0
EXP01428,Maritime,maïs,hydromorphe,case traditionnelle,5.1,5.4,1087.0,27,0,0,10.0,0,0
EXP01429,Kara,igname,hydromorphe,magasin communautaire,4.16,28.0,945.0,25,1,0,2.0,1,0
EXP01430,Plateaux,riz,ferrugineux,aucun,0.94,17.8,814.0,50,0,0,18.0,1,1
EXP01431,Savanes,manioc,ferrugineux,aucun,6.2,5.9,1456.0,59,1,0,18.0,0,0
EXP01432,Centrale,riz,argileux,magasin communautaire,1.45,5.9,638.0,59,0,1,4.0,0,0
EXP01433,Maritime,manioc,sableux,silo métallique,1.8,11.4,579.0,49,0,0,22.0,0,0
EXP01434,Maritime,manioc,ferrugineux,case traditionnelle,1.92,13.1,930.0,45,1,1,39.0,0,0
EXP01435,Maritime,maïs,hydromorphe,case traditionnelle,0.69,19.1,888.0,55,0,0,5.0,0,0
EXP01436,Savanes,manioc,ferrugineux,magasin communautaire,2.97,11.9,1213.0,25,1,1,22.0,0,0
EXP01437,Maritime,riz,hydromorphe,case traditionnelle,5.31,20.2,1105.0,37,0,0,23.0,0,0
EXP01438,Plateaux,maïs,ferrugineux,case traditionnelle,6.47,8.9,957.0,24,0,0,,1,0
EXP01439,Savanes,sorgho,sableux,case traditionnelle,2.27,11.9,1070.0,62,0,1,17.0,0,0
EXP01440,Savanes,maïs,sableux,aucun,2.57,28.7,1066.0,50,0,0,10.0,0,0
EXP01441,Maritime,riz,sableux,aucun,4.36,20.9,1455.0,59,0,0,2.0,0,0
EXP01442,Maritime,riz,hydromorphe,silo métallique,2.32,12.5,1011.0,44,0,0,,0,0
EXP01443,Maritime,riz,hydromorphe,silo métallique,5.63,15.5,,67,0,0,26.0,0,0
EXP01444,Maritime,riz,ferrugineux,case traditionnelle,2.48,12.0,998.0,67,1,1,7.0,0,0
EXP01445,Maritime,igname,ferrugineux,case traditionnelle,1.3,3.8,322.0,51,0,0,8.0,0,1
EXP01446,Centrale,manioc,hydromorphe,magasin communautaire,3.03,35.1,942.0,62,0,1,8.0,0,0
EXP01447,Savanes,riz,hydromorphe,magasin communautaire,0.8,6.2,1212.0,53,0,1,20.0,0,0
